lat,lon,alt,volt
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
337.52874286560314,141.57911457462805,0.3402481079999973,23.88990124419575
633.3995818788518,842.760648855626,-3.9181594840000002,40.27059210386131
188.91818637888085,545.9367313884146,-2.205039978000002,24.918060145961128
857.4780647445256,547.7195316510696,-2.6748962400000096,21.830257769191196
25.96857619372814,524.2246102703555,-1.3390426630000007,24.430706279021926
872.9407848552697,792.4728564976296,-3.5632934570000003,37.43279095945225
489.83844637290497,817.1145984987304,-3.305541992000002,22.697689564516015
725.8245669065733,790.0458273870087,-3.9778213499999993,34.82139435780104
309.40004950541675,396.5783723964093,-0.4371719359999986,23.253017065294294
121.2342471365311,530.3698350486652,-1.0643081660000036,35.962317187728694
