lat,lon,alt,volt
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
867.4544129801975,248.7866263752603,-1.5114517210000002,40.804291601109306
227.99679397014222,130.71497413575483,-0.8322677610000113,40.231226575118995
221.63786290416834,163.93714756976675,-0.8825225830000107,27.621784014502786
674.4811775593462,631.6410872259942,-4.420928955000008,34.279879595611604
689.0419861813473,717.3584005509579,-3.6758651730000054,25.767266820084572
461.57268530912836,480.1224876861906,-1.4692230220000084,36.34365216942094
108.6643979916197,485.5272583087012,-0.8546600340000055,20.132797957872445
377.61349012661185,358.1725493084565,-0.5316543580000115,40.319280612261295
396.59323334853747,49.245192514339514,0.6321029669999945,20.558584731073353
500.46034326290635,282.5833796135207,0.5415954589999927,20.972231718836003
435.06093761882335,413.30838439204973,-0.24786376900000562,24.998746672293358
262.34858495596313,716.82807984792,-4.455894470000004,22.402872247653768
994.569765282748,726.7677208215532,-3.1067733760000067,20.43678228003799
185.13008115981404,195.65223331748734,-0.1349945060000124,26.895992077565246
583.5742861089883,779.1068150973181,-4.11805725100001,21.184442647508682
653.2310852355088,66.7304568055884,0.3664016729999986,24.638719202275013
629.6697997895731,504.4760083433564,-4.047187805000007,39.62925855649292
820.4817042027793,899.3060633059328,-3.8942642210000002,22.681981897889514
239.30548302080808,328.87523244837763,-0.32221221900000785,31.121049143746887
596.2029000213283,289.9227243382283,-1.5951690670000005,28.649257776343603
