lat,lon,alt,volt
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
535.3895713145366,407.0911354627299,-3.81197357100001,37.1430936359248
235.03616364465975,524.5458670033793,-1.88858032200001,40.21993187719154
612.6462588704724,267.100929953338,-1.950065612000003,24.068819623173574
739.9337777670909,374.6383532306079,-2.171669006000002,34.82373994679607
733.1645481173647,330.9999145159373,-2.804183960000003,31.96050408187455
914.5156096350205,171.46817355641573,-0.9646301270000066,36.42041292823039
742.4863147966286,527.4058573269054,-2.768234253000003,34.50271964447232
801.2270106710191,5.8225158373117045,-1.447654724000003,26.004917044689844
776.658328149227,900.9382537879607,-4.218040466000005,24.793072374877134
908.9848854667702,492.4226140363197,-2.448509216000005,26.333616085565275
351.6938612265832,653.6023681473987,-3.9200439450000033,41.927319461128235
61.345051613824396,594.5763784590976,-2.169021606000001,32.075350391589204
353.5516689970309,844.2901606083225,-3.134750366000006,37.076712524009416
896.6384687176718,699.8361856118379,-3.3521652220000107,29.75939796928099
109.3196383408836,361.5833871261401,-2.588317871000001,35.58170043739751
46.511050331632816,117.4553344687153,1.0995483399999983,21.487731958184362
58.35460328887099,545.5845314507014,-1.3768157960000025,20.034835469223182
513.0946664168683,531.9407328763314,-3.5525131220000077,33.63254825064504
883.6034660109054,253.5139867139566,-1.4765777580000048,33.21524235558308
999.1047068137184,315.9412636709388,-1.4739608760000067,40.45235979408165
318.2326586264845,674.973892142878,-4.209373474000003,31.552518559280653
115.39768814955312,626.5874192861118,-2.7334442130000127,26.158900230957677
94.44590740217171,28.659918488072115,1.2574462890000007,23.0600566745767
416.15292400942377,560.6992937814799,-3.171463012000004,31.673205761018465
949.9606273407458,491.52822055214466,-2.3718109130000045,21.63074968226762
101.11583087585362,147.05980166098334,1.0470123289999975,24.50009850591912
856.8064291494021,186.61906943351408,-1.247917175000012,28.299191528872104
927.2758316993675,253.16068136693357,-1.4476776120000068,21.51441282538828
172.2790261808969,693.8158868166909,-4.7116851800000035,21.54916081347049
418.26971310817396,711.7127969249548,-2.7723846430000094,38.88163656544683
514.4758651486852,496.76339725239427,-2.535621642999999,37.95744190299081
754.4269007333442,592.9926537860938,-3.0468063349999994,24.394664305715487
255.48998309681772,322.53045574211933,-0.2897491450000018,22.311409189776263
624.1064986982101,368.72283385231214,-3.3895721430000094,22.789704568638307
382.1327639150458,547.5371711721585,-3.127380371000001,34.092033108337354
669.7737554100145,910.1652312158367,-3.913558960000003,25.885934240065225
349.8221741318678,194.5599560094957,0.11791229299998918,27.69337888438897
218.89857961141783,906.4760414793282,-3.4971084590000032,36.69562470204945
584.3858733562089,393.7670865507762,-3.5821304319999996,35.16325147270245
962.7532497806296,874.0525105114052,-3.7869491570000093,34.89498109580942
