0,14.6762,60.2313,27.7632,28.499,62.1518,65.3337,48.2794,40.0272,40.445,34.3055,43.1365,44.6888,54.0636,77.364,27.9985,64.6682,47.3079,56.761,76.3424,35.3432,48.2745
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59.1275,0,47.0807,46.7757,37.2674,40.2109,37.7964,53.9343,39.4512,39.5213,32.1372,37.3126,53.7199,39.6845,48.8661,45.4742,27.9463,32.7133,47.8712,45.896,28.2566
0,27.2889,47.2119,0,16.2657,49.5788,52.8857,35.5919,33.3157,28.1679,23.6171,29.9123,31.9194,44.9927,63.6439,18.0891,52.5447,35.564,43.1537,63.6694,24.2733,34.7708
0,28.0662,47.3891,16.1339,0,48.2595,51.4791,34.5463,31.2535,26.7915,24.6904,28.9871,30.8087,43.3706,62.7526,16.5644,51.0723,36.2796,42.3173,63.1779,22.8485,34.6961
0,58.9715,34.8931,47.1561,45.5033,0,18.4597,26.8738,42.9569,34.0391,45.8247,32.4068,29.5801,35.7041,30.9755,46.1904,22.7428,41.3592,20.9635,29.474,39.8519,30.9345
0,63.232,38.9673,50.8409,50.3268,19.2646,0,30.3075,45.0845,37.7023,50.1105,36.7955,33.3218,35.8997,29.811,49.5906,20.8567,45.8473,25.6803,25.6644,43.0844,36.0894
0,46.9765,38.0914,35.4642,34.1912,28.535,31.7027,0,31.8815,21.7058,35.6048,24.0974,17.597,30.7717,44.5701,33.9476,31.6352,36.5925,23.738,42.6882,27.7371,26.1902
0,39.2847,54.2896,33.4925,31.7,44.5921,46.7432,32.6024,0,29.4709,40.1487,36.1946,31.5946,29.6011,61.39,29.3501,43.5021,48.4093,41.3726,56.9637,24.4105,41.2473
0,40.1645,39.8255,28.4369,26.9849,35.8351,38.8783,22.3548,29.1347,0,29.6309,21.2687,18.3779,34.9241,51.6207,27.1761,38.9385,34.3614,30.0754,50.4032,21.4954,26.1527
0,34.7496,40.6777,24.4069,25.3158,48.6749,51.9977,37.1546,41.3383,30.1793,0,27.7417,32.752,49.8037,60.961,27.5782,53.7124,27.5833,41.3154,63.1694,30.8194,30.5137
0,43.805,33.7699,30.8624,30.2402,35.6808,39.3716,25.3124,36.9811,22.4317,27.2675,0,22.0274,40.7581,49.2376,30.9024,41.2529,27.9417,28.9356,50.7569,27.9666,19.7295
0,44.4815,38.0056,32.3603,31.1021,31.8653,35.5903,18.5667,31.5355,18.3867,32.6359,21.3337,0,33.3403,47.0744,30.8674,35.8215,35.0868,26.5798,46.2423,25.2379,24.9733
0,51.1993,52.1531,43.0805,41.3392,35.4928,35.6403,28.8055,27.2741,32.5407,47.3124,37.7181,30.5528,0,51.0108,39.9407,30.4852,51.0187,35.8854,43.7265,32.8567,40.5544
0,75.682,39.1754,62.3219,62.156,31.3881,29.6704,43.3621,59.9667,49.821,58.9147,46.2012,45.8589,51.8205,0,62.0111,35.6033,50.6435,36.3003,26.9604,56.637,43.923
0,27.9375,48.8817,18.4545,17.3428,48.7341,52.0416,34.6751,29.5861,27.1637,27.0867,30.8438,31.2976,41.889,63.6671,0,51.1602,38.1687,42.8978,63.216,21.7339,35.9112
0,62.4042,43.8177,50.5051,49.2561,23.4004,20.653,30.1319,41.5833,36.9196,51.2229,38.5639,33.1028,30.9309,35.1194,48.6198,0,49.1016,28.3375,27.6597,41.7034,38.2881
0,47.3099,29.1601,36.2071,37.11,44.2992,48.208,37.8174,49.611,35.0627,27.2669,27.7481,35.2903,53.8469,52.7441,39.0325,51.4722,0,38.2212,58.0089,39.0045,26.8777
0,53.7591,30.8913,41.1904,40.2546,21.1485,25.6688,22.1207,39.6111,28.1682,38.8971,26.1648,24.2165,36.1972,35.517,40.6504,28.5511,34.9846,0,36.3963,34.776,24.5777
0,74.6909,46.7936,61.9966,61.4422,30.1771,25.6423,41.2403,54.9822,48.5786,61.1606,48.0748,44.499,44.1062,26.5769,61.0397,27.9051,55.832,36.5154,0,54.3825,46.3868
0,34.726,46.3222,24.6429,23.0908,42.5687,45.3235,28.2804,24.9378,21.8869,30.2401,27.6942,25.1852,35.0653,57.9574,21.5389,43.9192,39.0928,37.344,56.7983,0,32.9877
0,47.2637,28.3236,34.3206,33.9476,32.8982,37.0468,26.1463,40.756,25.8421,29.5357,18.6949,24.2438,42.3028,44.3233,35.0727,39.4479,25.6178,26.5208,47.7562,32.1056,0
