0,2,115.998,52.4378,471.69,402.682,388.423,567.94,498.748,448.38
0,3,51.6971,23.8702,497.135,417.666,394.763,569.157,492.942,462.763
0,4,53.0091,24.3336,501.645,409.018,389.909,575.69,493.13,451.162
0,5,119.617,54.372,499.872,410.763,404.988,567.521,488.788,471.547
0,6,126.306,57.3623,472.695,405.165,407.039,565.814,496.119,460.685
0,7,92.3354,41.9211,499.387,404.702,408.579,552.63,503.878,456.024
0,8,75.1812,34.3111,485.925,411.392,408.802,546.695,487.532,476.548
0,9,77.3119,35.1885,464,414.618,393.065,559.894,503.453,457.845
0,10,64.6478,29.9224,464.345,433.111,402.777,560.683,498.169,464.773
0,11,82.2021,37.7506,473.195,417.663,416.126,540.396,507.999,474.164
0,12,85.1324,38.6874,486.816,394.137,392.998,564.533,481.643,462.007
0,13,103.561,47.2348,477.875,409.971,409.417,559.518,485.898,451.198
0,14,149.735,68.0121,494.588,408.381,401.3,548.767,498.086,463.376
0,15,52.0032,23.6026,491.773,415.894,395.849,532.795,501.278,446.327
0,16,124.402,56.4081,481.707,411.536,407.587,574.732,490.491,456.175
0,17,90.4799,41.4472,492.363,409.632,405.436,537.359,503.074,460.284
0,18,107.707,49.0592,484.679,406.775,398.365,540.528,494.335,475.345
0,19,148.682,67.1446,470.018,398.666,396.501,527.26,492.661,464.705
0,20,65.8337,29.9246,471.956,411.485,415.22,544.353,499.583,459.868
0,21,92.0934,42.2254,473.779,409.349,406.869,526.865,503.184,458.112
2,1,114.487,52.1583,495.27,419.465,411.062,552.484,491.864,446.024
2,3,89.6871,40.9392,483.473,416.249,385.042,559.121,497.544,454.667
2,4,89.8222,40.6898,481.043,393.27,413.681,544.996,491.696,461.06
2,5,69.3285,31.541,473.177,407.91,388.16,559.048,487.139,451.915
2,6,76.2211,34.7759,471.086,415.687,405.455,533.935,489.369,457.592
2,7,71.6968,32.4321,486.489,413.664,400.311,554.057,495.494,448.418
2,8,104.158,47.2044,466.335,391.299,405.765,547.058,497.641,458.024
2,9,74.7007,34.1791,492.649,406.921,394.265,560.156,493.192,442.621
2,10,75.0679,34.3484,479.61,417.707,413.753,562.271,492.039,454.414
